registration_date;activation_date;merchant_id;type;ind_frod
09.02.2023;;85;IE;0.0
21.01.2023;29.01.2023;86;IE;0.0
17.11.2023;28.11.2023;87;IE;0.0
18.11.2023;26.11.2023;88;IE;0.0
31.01.2023;06.02.2023;89;IE;1.0
08.01.2023;12.01.2023;90;IE;0.0
27.12.2023;;91;IE;0.0
03.12.2023;12.12.2023;92;IE;0.0
09.12.2023;20.12.2023;93;IE;0.0
01.05.2023;02.05.2023;94;IE;0.0
23.07.2023;01.08.2023;95;IE;0.0
17.09.2023;;96;IE;0.0
04.02.2023;;97;IE;0.0
09.05.2023;15.05.2023;98;IE;0.0
31.07.2023;;99;IE;0.0
24.09.2023;;100;IE;0.0
08.05.2023;;101;IE;0.0
17.08.2023;;102;IE;0.0
16.06.2023;18.06.2023;103;IE;0.0
26.08.2023;01.09.2023;104;IE;0.0
01.10.2023;;105;IE;
14.08.2023;16.08.2023;106;IE;0.0
07.11.2023;18.11.2023;107;IE;0.0
28.02.2023;03.03.2023;108;IE;1.0
14.03.2023;15.03.2023;109;IE;0.0
22.07.2023;23.07.2023;110;IE;0.0
20.11.2023;;111;IE;0.0
21.01.2023;;112;IE;0.0
23.06.2023;;113;IE;0.0
08.08.2023;;114;IE;0.0
02.02.2023;07.02.2023;115;IE;0.0
09.06.2023;13.06.2023;116;IE;0.0
21.05.2023;27.05.2023;117;IE;0.0
16.06.2023;;118;IE;0.0
14.10.2023;17.10.2023;119;IE;0.0
06.12.2023;08.12.2023;120;IE;0.0
23.12.2023;02.01.2024;121;IE;0.0
18.05.2023;;122;IE;0.0
17.11.2023;;123;IE;0.0
23.01.2023;;124;IE;1.0
14.04.2023;21.04.2023;125;IE;0.0
03.01.2023;08.01.2023;126;IE;0.0
07.10.2023;17.10.2023;127;IE;0.0
26.03.2023;05.04.2023;128;IE;0.0
24.03.2023;;129;IE;0.0
01.04.2023;;130;IE;0.0
26.02.2023;04.03.2023;131;IE;0.0
08.01.2023;16.01.2023;132;IE;0.0
08.11.2023;;133;IE;0.0
20.11.2023;;134;IE;1.0
09.07.2023;14.07.2023;135;IE;0.0
12.01.2023;20.01.2023;136;IE;0.0
17.10.2023;;137;IE;0.0
09.04.2023;18.04.2023;138;IE;0.0
12.03.2023;20.03.2023;139;IE;
29.06.2023;;140;IE;1.0
07.08.2023;15.08.2023;141;IE;0.0
15.01.2023;21.01.2023;142;IE;0.0
01.01.1970;;143;IE;0.0
05.08.2023;15.08.2023;144;IE;1.0
14.02.2023;15.02.2023;145;IE;0.0
10.04.2023;;146;IE;0.0
29.12.2023;30.12.2023;147;IE;0.0
31.01.2023;01.02.2023;148;IE;0.0
23.09.2023;;149;IE;0.0
12.01.2023;;150;IE;0.0
29.11.2023;08.12.2023;151;IE;0.0
14.05.2023;;152;IE;1.0
12.07.2023;;153;IE;0.0
01.10.2023;11.10.2023;154;IE;0.0
26.02.2023;;155;IE;0.0
27.05.2023;30.05.2023;156;IE;0.0
08.04.2023;16.04.2023;157;IE;0.0
03.04.2023;;158;IE;0.0
03.07.2023;;159;IE;0.0
19.02.2023;27.02.2023;160;IE;0.0
02.03.2023;03.03.2023;161;IE;0.0
07.06.2023;10.06.2023;162;IE;0.0
21.06.2023;;163;IE;0.0
11.12.2023;20.12.2023;164;IE;0.0
03.05.2023;08.05.2023;165;IE;0.0
29.01.2023;;166;IE;0.0
01.02.2023;;167;IE;0.0
07.07.2023;;168;IE;0.0
22.11.2023;28.11.2023;169;IE;0.0
21.12.2023;;170;IE;0.0
22.05.2023;27.05.2023;171;IE;0.0
24.07.2023;;172;IE;0.0
23.07.2023;25.07.2023;173;IE;0.0
10.03.2023;15.03.2023;174;IE;0.0
01.10.2023;;175;IE;0.0
12.02.2023;;176;IE;0.0
31.03.2023;08.04.2023;177;IE;0.0
12.09.2023;21.09.2023;178;IE;0.0
20.10.2023;;179;IE;0.0
17.10.2023;21.10.2023;180;IE;0.0
04.11.2023;12.11.2023;181;IE;0.0
11.01.2023;19.01.2023;182;IE;0.0
20.12.2023;21.12.2023;183;IE;0.0
21.07.2023;22.07.2023;184;IE;0.0
25.12.2023;;185;IE;0.0
10.06.2023;17.06.2023;186;IE;0.0
04.02.2023;;187;IE;1.0
13.11.2023;;188;IE;0.0
10.07.2023;;189;IE;0.0
28.06.2023;;190;IE;0.0
21.04.2023;01.05.2023;191;IE;0.0
03.01.2023;;192;IE;1.0
18.09.2023;;193;IE;0.0
01.07.2023;07.07.2023;194;IE;0.0
18.03.2023;20.03.2023;195;IE;0.0
24.09.2023;;196;IE;0.0
25.09.2023;27.09.2023;197;IE;0.0
11.09.2023;16.09.2023;198;IE;0.0
27.07.2023;07.08.2023;199;IE;0.0
25.12.2023;;200;IE;0.0
08.11.2023;16.11.2023;201;IE;0.0
27.11.2023;;202;IE;0.0
21.06.2023;;203;IE;0.0
25.12.2023;;204;IE;0.0
16.06.2023;22.06.2023;205;IE;0.0
18.06.2023;;206;IE;
21.06.2023;01.07.2023;207;IE;0.0
25.10.2023;;208;IE;0.0
25.12.2023;;209;IE;0.0
29.06.2023;09.07.2023;210;IE;0.0
07.09.2023;;211;IE;0.0
26.07.2023;;212;IE;0.0
18.11.2023;;213;IE;0.0
01.10.2023;;214;IE;0.0
14.09.2023;;215;IE;0.0
08.06.2023;15.06.2023;216;IE;0.0
29.07.2023;05.08.2023;217;IE;0.0
21.08.2023;27.08.2023;218;IE;0.0
18.10.2023;20.10.2023;219;IE;0.0
06.07.2023;;220;IE;1.0
29.07.2023;03.08.2023;221;IE;0.0
31.05.2023;;222;IE;0.0
13.05.2023;22.05.2023;223;IE;0.0
02.07.2023;11.05.2023;224;IE;0.0
04.06.2023;07.06.2023;225;IE;0.0
10.04.2023;14.04.2023;226;IE;0.0
19.07.2023;;227;IE;0.0
28.01.2023;;228;IE;0.0
18.01.2023;26.01.2023;229;IE;0.0
11.10.2023;20.10.2023;230;IE;0.0
30.09.2023;04.10.2023;231;IE;0.0
19.08.2023;23.08.2023;232;IE;1.0
04.08.2023;;233;IE;0.0
09.12.2023;17.12.2023;234;IE;0.0
15.11.2023;;235;IE;0.0
09.10.2023;16.10.2023;236;IE;0.0
26.03.2023;01.04.2023;237;IE;0.0
17.01.2023;;238;IE;1.0
23.04.2023;01.05.2023;239;IE;0.0
29.01.2023;;240;IE;1.0
24.12.2023;;241;IE;0.0
09.11.2023;17.11.2023;242;IE;0.0
30.08.2023;01.09.2023;243;IE;0.0
18.03.2023;;244;IE;1.0
13.04.2023;;245;IE;0.0
28.07.2023;;246;IE;1.0
23.01.2023;25.01.2023;247;IE;0.0
20.01.2023;;248;IE;0.0
25.02.2023;27.02.2023;249;IE;0.0
02.11.2023;03.11.2023;250;IE;0.0
28.08.2023;;251;IE;0.0
21.09.2023;01.10.2023;252;IE;0.0
13.08.2023;19.08.2023;253;IE;1.0
13.09.2023;17.09.2023;254;IE;0.0
20.11.2023;;255;IE;0.0
11.07.2023;;256;IE;0.0
19.02.2023;;257;IE;0.0
30.12.2023;;258;IE;0.0
15.11.2023;24.11.2023;259;IE;0.0
29.07.2023;09.08.2023;260;IE;0.0
26.01.2023;01.02.2023;261;IE;0.0
03.01.2023;06.01.2023;262;IE;0.0
29.04.2023;01.05.2023;263;IE;0.0
29.09.2023;07.10.2023;264;IE;0.0
09.06.2023;15.06.2023;265;IE;0.0
08.07.2023;18.07.2023;266;IE;0.0
12.03.2023;22.03.2023;267;IE;0.0
24.03.2023;03.04.2023;268;IE;0.0
03.07.2023;04.07.2023;269;IE;0.0
26.06.2023;;270;IE;0.0
15.09.2023;17.09.2023;271;IE;1.0
11.12.2023;19.12.2023;272;IE;0.0
17.05.2023;24.05.2023;273;IE;0.0
20.10.2023;29.10.2023;274;IE;0.0
17.08.2023;;275;IE;1.0
28.06.2023;;276;IE;0.0
28.02.2023;;277;IE;1.0
14.02.2023;;278;IE;0.0
22.06.2023;26.06.2023;279;IE;0.0
09.12.2023;;280;IE;0.0
28.08.2023;02.09.2023;281;IE;0.0
15.01.2023;;282;IE;0.0
03.11.2023;14.11.2023;283;IE;0.0
19.12.2023;;284;IE;0.0
03.02.2023;13.02.2023;285;IE;0.0
18.05.2023;25.05.2023;286;IE;0.0
11.12.2023;13.12.2023;287;IE;0.0
11.07.2023;;288;IE;1.0
17.02.2023;;289;IE;0.0
17.08.2023;25.08.2023;290;IE;0.0
15.04.2023;23.04.2023;291;IE;0.0
12.12.2023;;292;IE;0.0
30.01.2023;10.02.2023;293;IE;0.0
08.07.2023;11.07.2023;294;IE;0.0
27.07.2023;30.07.2023;295;IE;0.0
10.06.2023;15.06.2023;296;IE;1.0
07.01.2023;08.01.2023;297;IE;0.0
30.01.2023;10.02.2023;298;IE;0.0
01.01.1970;;299;IE;0.0
29.10.2023;;300;IE;0.0
03.08.2023;;301;IE;0.0
04.10.2023;05.10.2023;302;IE;0.0
03.10.2023;;303;IE;0.0
08.04.2023;10.04.2023;304;IE;0.0
28.09.2023;05.10.2023;305;IE;1.0
07.10.2023;;306;IE;0.0
11.06.2023;21.06.2023;307;IE;0.0
20.09.2023;;308;IE;0.0
14.03.2023;;309;IE;0.0
03.05.2023;;310;IE;0.0
12.08.2023;19.08.2023;311;IE;0.0
13.12.2023;;312;IE;0.0
15.01.2023;23.01.2023;313;IE;0.0
06.04.2023;;314;IE;0.0
01.03.2023;04.03.2023;315;IE;0.0
12.09.2023;;316;IE;0.0
05.10.2023;09.10.2023;317;IE;0.0
18.02.2023;27.02.2023;318;IE;0.0
06.01.2023;17.01.2023;319;IE;0.0
06.02.2023;;320;IE;0.0
21.01.2023;29.01.2023;321;IE;0.0
02.07.2023;;322;IE;1.0
10.10.2023;;323;IE;1.0
29.08.2023;07.09.2023;324;IE;1.0
03.10.2023;;325;IE;0.0
14.06.2023;;326;IE;0.0
12.12.2023;15.12.2023;327;IE;1.0
20.11.2023;28.11.2023;328;IE;0.0
10.08.2023;18.08.2023;329;IE;0.0
10.04.2023;;330;IE;0.0
01.12.2023;02.12.2023;331;IE;0.0
14.04.2023;;332;IE;0.0
22.04.2023;;333;IE;0.0
31.01.2023;10.02.2023;334;IE;
07.01.2023;;335;IE;0.0
17.03.2023;;336;IE;0.0
02.07.2023;;337;IE;1.0
12.04.2023;;338;IE;0.0
27.05.2023;05.06.2023;339;IE;0.0
26.11.2023;;340;IE;0.0
18.12.2023;22.12.2023;341;IE;0.0
07.03.2023;12.03.2023;342;IE;
08.10.2023;11.10.2023;343;IE;1.0
10.10.2023;11.10.2023;344;IE;0.0
24.08.2023;30.08.2023;345;IE;0.0
25.10.2023;05.11.2023;346;IE;0.0
02.05.2023;;347;IE;0.0
21.03.2023;24.03.2023;348;IE;0.0
12.10.2023;18.10.2023;349;IE;0.0
06.11.2023;;350;IE;0.0
18.10.2023;23.10.2023;351;IE;0.0
05.05.2023;14.05.2023;352;IE;0.0
22.10.2023;23.10.2023;353;IE;0.0
25.10.2023;26.10.2023;354;IE;0.0
12.07.2023;23.07.2023;355;IE;1.0
29.05.2023;01.06.2023;356;IE;0.0
23.07.2023;27.07.2023;357;IE;0.0
12.01.2023;16.01.2023;358;IE;0.0
13.12.2023;;359;IE;0.0
25.12.2023;;360;IE;0.0
23.04.2023;25.04.2023;361;IE;0.0
19.03.2023;29.03.2023;362;IE;0.0
07.07.2023;;363;IE;0.0
15.01.2023;16.01.2023;364;IE;0.0
05.05.2023;;365;IE;0.0
31.12.2023;;366;IE;0.0
13.11.2023;;367;IE;0.0
07.12.2023;12.12.2023;368;IE;0.0
11.05.2023;14.05.2023;369;IE;0.0
10.12.2023;19.12.2023;370;IE;0.0
24.11.2023;02.12.2023;371;IE;0.0
14.01.2023;17.01.2023;372;IE;0.0
13.06.2023;;373;IE;0.0
26.03.2023;27.03.2023;374;IE;0.0
06.10.2023;;375;IE;0.0
29.11.2023;;376;IE;0.0
23.05.2023;30.05.2023;377;IE;0.0
14.08.2023;25.08.2023;378;IE;0.0
11.04.2023;13.04.2023;379;IE;0.0
12.09.2023;13.09.2023;380;IE;0.0
15.10.2023;;381;IE;0.0
27.03.2023;01.04.2023;382;IE;0.0
14.06.2023;17.06.2023;383;IE;0.0
15.06.2023;;384;IE;0.0
02.02.2023;09.02.2023;385;IE;0.0
28.04.2023;06.05.2023;386;IE;0.0
01.07.2023;;387;IE;0.0
21.09.2023;23.09.2023;388;IE;0.0
17.07.2023;24.07.2023;389;IE;0.0
26.09.2023;29.09.2023;390;IE;0.0
27.05.2023;31.05.2023;391;IE;1.0
08.01.2023;;392;IE;0.0
09.12.2023;;393;IE;0.0
05.01.2023;11.01.2023;394;IE;0.0
28.06.2023;07.07.2023;395;IE;0.0
24.03.2023;;396;IE;0.0
20.05.2023;27.05.2023;397;IE;0.0
23.09.2023;30.09.2023;398;IE;0.0
06.06.2023;;399;IE;0.0
27.05.2023;;400;IE;0.0
30.09.2023;;401;IE;0.0
09.12.2023;19.12.2023;402;IE;0.0
10.05.2023;17.05.2023;403;IE;0.0
20.09.2023;22.09.2023;404;IE;0.0
27.10.2023;;405;IE;0.0
15.05.2023;20.05.2023;406;IE;0.0
16.10.2023;25.10.2023;407;IE;0.0
21.01.2023;27.01.2023;408;IE;0.0
12.10.2023;;409;IE;0.0
05.04.2023;06.04.2023;410;IE;0.0
11.03.2023;;411;IE;0.0
30.04.2023;06.05.2023;412;IE;0.0
26.04.2023;;413;IE;0.0
29.11.2023;;414;IE;0.0
02.08.2023;11.08.2023;415;IE;0.0
22.03.2023;;416;IE;0.0
23.01.2023;;417;IE;0.0
27.07.2023;04.08.2023;418;IE;0.0
24.11.2023;;419;IE;0.0
13.02.2023;23.02.2023;420;IE;0.0
11.12.2023;;421;IE;0.0
23.12.2023;28.12.2023;422;IE;0.0
11.05.2023;;423;IE;0.0
16.12.2023;20.12.2023;424;IE;0.0
16.03.2023;;425;IE;0.0
11.01.2023;20.01.2023;426;IE;0.0
17.08.2023;21.08.2023;427;IE;0.0
22.04.2023;03.05.2023;428;IE;1.0
30.05.2023;09.06.2023;429;IE;0.0
25.05.2023;30.05.2023;430;IE;0.0
18.01.2023;25.01.2023;431;IE;0.0
08.09.2023;10.09.2023;432;IE;0.0
30.06.2023;;433;IE;0.0
08.06.2023;;434;IE;1.0
25.02.2023;26.02.2023;435;IE;0.0
24.02.2023;;436;IE;0.0
04.05.2023;12.05.2023;437;IE;0.0
13.09.2023;17.09.2023;438;IE;1.0
31.03.2023;02.04.2023;439;IE;0.0
20.11.2023;;440;IE;0.0
22.05.2023;27.05.2023;441;IE;0.0
27.10.2023;07.11.2023;442;IE;0.0
20.10.2023;;443;IE;0.0
27.12.2023;03.01.2024;444;IE;0.0
09.03.2023;;445;IE;0.0
12.04.2023;15.04.2023;446;IE;0.0
19.09.2023;27.09.2023;447;IE;0.0
18.03.2023;27.03.2023;448;IE;0.0
25.04.2023;26.04.2023;449;IE;0.0
06.08.2023;;450;IE;0.0
16.04.2023;24.04.2023;451;IE;0.0
12.01.2023;;452;IE;1.0
02.01.2023;04.01.2023;453;IE;0.0
19.06.2023;28.06.2023;454;IE;0.0
09.03.2023;13.03.2023;455;IE;0.0
30.06.2023;;456;IE;0.0
31.10.2023;03.11.2023;457;IE;0.0
10.06.2023;14.06.2023;458;IE;0.0
09.02.2023;12.02.2023;459;IE;0.0
14.04.2023;16.04.2023;460;IE;0.0
09.04.2023;19.04.2023;461;IE;0.0
28.02.2023;04.03.2023;462;IE;1.0
25.05.2023;30.05.2023;463;IE;0.0
09.01.2023;14.01.2023;464;IE;0.0
20.09.2023;22.09.2023;465;IE;0.0
16.11.2023;22.11.2023;466;IE;1.0
03.12.2023;07.12.2023;467;IE;0.0
17.07.2023;;468;IE;0.0
05.08.2023;;469;IE;0.0
28.11.2023;08.12.2023;470;IE;0.0
05.08.2023;14.08.2023;471;IE;1.0
09.01.2023;17.01.2023;472;IE;0.0
25.09.2023;04.10.2023;473;IE;0.0
16.01.2023;23.01.2023;474;IE;0.0
08.05.2023;11.05.2023;475;IE;1.0
25.02.2023;;476;IE;0.0
28.06.2023;02.07.2023;477;IE;0.0
09.01.2023;11.01.2023;478;IE;0.0
02.02.2023;03.02.2023;479;IE;0.0
15.10.2023;25.10.2023;480;IE;0.0
19.06.2023;24.06.2023;481;IE;0.0
11.06.2023;;482;IE;0.0
15.05.2023;25.05.2023;483;IE;1.0
14.06.2023;;484;IE;0.0
16.04.2023;19.04.2023;485;IE;0.0
08.03.2023;;486;IE;0.0
01.08.2023;12.08.2023;487;IE;0.0
16.01.2023;;488;IE;0.0
15.12.2023;;489;IE;0.0
13.01.2023;23.01.2023;490;IE;
20.07.2023;27.07.2023;491;IE;0.0
15.05.2023;21.05.2023;492;IE;0.0
14.11.2023;;493;IE;0.0
14.05.2023;16.05.2023;494;IE;1.0
20.07.2023;31.07.2023;495;IE;0.0
13.03.2023;;496;IE;0.0
22.02.2023;03.03.2023;497;IE;0.0
24.05.2023;;498;IE;0.0
12.10.2023;22.10.2023;499;IE;0.0
14.06.2023;20.06.2023;500;IE;0.0
19.11.2023;24.11.2023;501;IE;0.0
08.04.2023;17.04.2023;502;IE;0.0
17.08.2023;19.08.2023;503;IE;0.0
09.10.2023;11.10.2023;504;IE;0.0
06.11.2023;15.11.2023;505;IE;0.0
15.08.2023;23.08.2023;506;IE;0.0
25.04.2023;29.04.2023;507;IE;0.0
13.02.2023;;508;IE;0.0
23.03.2023;24.03.2023;509;IE;0.0
24.01.2023;;510;IE;1.0
20.01.2023;24.01.2023;511;IE;0.0
22.07.2023;30.07.2023;512;IE;0.0
21.05.2023;;513;IE;1.0
26.10.2023;03.11.2023;514;IE;1.0
10.10.2023;;515;IE;1.0
05.12.2023;14.12.2023;516;IE;0.0
10.01.2023;15.01.2023;517;IE;0.0
17.07.2023;18.07.2023;518;IE;0.0
08.05.2023;17.05.2023;519;IE;0.0
12.06.2023;19.06.2023;520;IE;0.0
13.01.2023;24.01.2023;521;IE;0.0
03.12.2023;04.12.2023;522;IE;0.0
28.06.2023;30.06.2023;523;IE;0.0
23.06.2023;;524;IE;0.0
29.10.2023;09.11.2023;525;IE;0.0
12.07.2023;19.07.2023;526;IE;0.0
01.08.2023;06.08.2023;527;IE;1.0
27.10.2023;03.11.2023;528;IE;0.0
02.08.2023;;529;IE;0.0
31.01.2023;09.02.2023;530;IE;0.0
07.08.2023;13.08.2023;531;IE;1.0
16.06.2023;20.06.2023;532;IE;0.0
28.01.2023;;533;IE;0.0
14.12.2023;;534;IE;0.0
02.11.2023;;535;IE;0.0
15.12.2023;17.12.2023;536;IE;0.0
15.06.2023;25.06.2023;537;IE;0.0
26.05.2023;02.06.2023;538;IE;0.0
15.12.2023;;539;IE;0.0
26.04.2023;05.05.2023;540;IE;1.0
14.12.2023;;541;IE;0.0
28.02.2023;07.03.2023;542;IE;
22.08.2023;;543;IE;0.0
08.09.2023;12.09.2023;544;IE;0.0
10.12.2023;19.12.2023;545;IE;0.0
09.06.2023;;546;IE;0.0
17.07.2023;;547;IE;0.0
30.01.2023;08.02.2023;548;IE;0.0
13.09.2023;;549;IE;0.0
21.04.2023;27.04.2023;550;IE;1.0
21.01.2023;;551;IE;1.0
07.11.2023;10.11.2023;552;IE;0.0
23.06.2023;01.07.2023;553;IE;0.0
23.01.2023;28.01.2023;554;IE;0.0
16.09.2023;;555;IE;0.0
12.12.2023;;556;IE;0.0
12.01.2023;;557;IE;0.0
20.06.2023;26.06.2023;558;IE;0.0
02.08.2023;07.08.2023;559;IE;0.0
02.10.2023;09.10.2023;560;IE;0.0
06.09.2023;12.09.2023;561;IE;0.0
30.05.2023;05.06.2023;562;IE;0.0
23.02.2023;;563;IE;0.0
07.01.2023;;564;IE;0.0
23.09.2023;26.09.2023;565;IE;0.0
12.03.2023;15.03.2023;566;IE;0.0
01.02.2023;;567;IE;0.0
31.07.2023;;568;IE;0.0
19.05.2023;;569;IE;0.0
19.03.2023;29.03.2023;570;IE;0.0
24.02.2023;;571;IE;0.0
28.05.2023;;572;IE;0.0
20.11.2023;28.11.2023;573;IE;0.0
25.12.2023;;574;IE;0.0
21.12.2023;;575;IE;0.0
01.07.2023;07.07.2023;576;IE;0.0
25.04.2023;03.05.2023;577;IE;0.0
01.10.2023;05.10.2023;578;IE;0.0
06.08.2023;;579;IE;0.0
12.08.2023;19.08.2023;580;IE;0.0
08.05.2023;;581;IE;0.0
28.05.2023;05.06.2023;582;IE;0.0
23.04.2023;;583;IE;0.0
08.06.2023;;584;IE;0.0
12.09.2023;;585;IE;1.0
26.11.2023;07.12.2023;586;IE;0.0
08.09.2023;18.09.2023;587;IE;0.0
04.01.2023;;588;IE;0.0
19.11.2023;22.11.2023;589;IE;0.0
02.03.2023;;590;IE;0.0
12.05.2023;;591;IE;0.0
14.06.2023;15.06.2023;592;IE;0.0
31.05.2023;;593;IE;0.0
28.08.2023;31.08.2023;594;IE;0.0
19.07.2023;;595;IE;0.0
18.10.2023;26.10.2023;596;IE;0.0
12.01.2023;20.01.2023;597;IE;0.0
03.02.2023;;598;IE;0.0
06.02.2023;07.02.2023;599;IE;1.0
11.07.2023;21.07.2023;600;IE;0.0
05.12.2023;;601;IE;
01.02.2023;04.02.2023;602;IE;0.0
21.08.2023;24.08.2023;603;IE;0.0
23.08.2023;24.08.2023;604;IE;0.0
22.10.2023;31.10.2023;605;IE;0.0
24.02.2023;;606;IE;0.0
03.09.2023;10.09.2023;607;IE;0.0
16.01.2023;19.01.2023;608;IE;0.0
17.06.2023;;609;IE;0.0
06.03.2023;11.03.2023;610;IE;0.0
15.03.2023;23.03.2023;611;IE;0.0
15.03.2023;16.03.2023;612;IE;0.0
13.02.2023;24.02.2023;613;IE;0.0
31.03.2023;10.04.2023;614;IE;0.0
04.01.2023;;615;IE;0.0
13.12.2023;;616;IE;0.0
10.09.2023;;617;IE;
26.09.2023;03.10.2023;618;IE;0.0
23.12.2023;27.12.2023;619;IE;0.0
25.02.2023;;620;IE;0.0
08.12.2023;;621;IE;0.0
23.03.2023;;622;IE;0.0
14.08.2023;;623;IE;0.0
14.08.2023;18.08.2023;624;IE;0.0
26.09.2023;;625;IE;0.0
04.12.2023;;626;IE;0.0
12.09.2023;14.09.2023;627;IE;1.0
22.10.2023;;628;IE;0.0
04.05.2023;;629;IE;1.0
06.10.2023;;630;IE;0.0
18.04.2023;27.04.2023;631;IE;0.0
18.08.2023;25.08.2023;632;IE;0.0
01.04.2023;;633;IE;0.0
25.11.2023;05.12.2023;634;IE;0.0
24.10.2023;;635;IE;
28.12.2023;;636;IE;0.0
19.05.2023;21.05.2023;637;IE;0.0
01.08.2023;;638;IE;1.0
09.08.2023;19.08.2023;639;IE;0.0
26.11.2023;07.12.2023;640;IE;0.0
17.02.2023;;641;IE;0.0
19.10.2023;23.10.2023;642;IE;0.0
03.04.2023;14.04.2023;643;IE;0.0
02.08.2023;;644;IE;0.0
25.04.2023;26.04.2023;645;IE;0.0
13.08.2023;20.08.2023;646;IE;0.0
15.09.2023;26.09.2023;647;IE;1.0
26.06.2023;06.07.2023;648;IE;0.0
07.05.2023;13.05.2023;649;IE;0.0
05.09.2023;;650;IE;0.0
29.06.2023;;651;IE;0.0
13.09.2023;;652;IE;0.0
25.09.2023;02.10.2023;653;IE;1.0
01.04.2023;;654;IE;0.0
16.08.2023;19.08.2023;655;IE;0.0
10.02.2023;12.02.2023;656;IE;0.0
28.09.2023;;657;IE;0.0
15.12.2023;;658;IE;0.0
30.07.2023;06.08.2023;659;IE;0.0
19.04.2023;;660;IE;0.0
23.12.2023;;661;IE;0.0
16.04.2023;;662;IE;0.0
03.06.2023;08.06.2023;663;IE;0.0
14.11.2023;23.11.2023;664;IE;0.0
30.01.2023;;665;IE;0.0
21.03.2023;31.03.2023;666;IE;0.0
10.12.2023;16.12.2023;667;IE;0.0
24.09.2023;30.09.2023;668;IE;0.0
20.05.2023;;669;IE;0.0
03.10.2023;;670;IE;0.0
23.11.2023;04.11.2023;671;IE;0.0
01.07.2023;11.07.2023;672;IE;0.0
14.09.2023;22.09.2023;673;IE;0.0
27.08.2023;04.09.2023;674;IE;1.0
14.06.2023;15.06.2023;675;IE;0.0
09.06.2023;16.06.2023;676;IE;0.0
26.05.2023;;677;IE;0.0
21.09.2023;;678;IE;0.0
29.03.2023;;679;IE;0.0
10.11.2023;;680;IE;0.0
